CTUID,CT_Name,Pct_Owner_STIR_30plus,Median_Household_Income_2020
5350410.14,5350410.14,21.4,130000.0
5350410.15,5350410.15,15.5,109000.0
5350411.01,5350411.01,25.6,98000.0
5350411.04,5350411.04,16.3,122000.0
5350411.07,5350411.07,14.6,141000.0
5350411.08,5350411.08,36.7,75500.0
5350411.09,5350411.09,17.3,130000.0
5350411.12,5350411.12,14.6,138000.0
5350411.15,5350411.15,19.5,118000.0
5350411.16,5350411.16,26.3,136000.0
5350411.17,5350411.17,40.4,155000.0
5350411.18,5350411.18,25.5,152000.0
5350411.19,5350411.19,32.5,141000.0
5350411.21,5350411.21,19.0,127000.0
5350411.22,5350411.22,21.2,130000.0
5350411.23,5350411.23,36.5,81000.0
5350411.24,5350411.24,27.8,117000.0
5350411.25,5350411.25,19.0,124000.0
5350411.26,5350411.26,16.6,142000.0
5350411.27,5350411.27,17.6,150000.0
5350411.28,5350411.28,24.7,144000.0
5350411.29,5350411.29,28.5,138000.0
5350411.30,5350411.30,24.9,144000.0
5350412.01,5350412.01,24.5,103000.0
5350412.02,5350412.02,28.0,87000.0
5350412.04,5350412.04,13.4,123000.0
5350412.06,5350412.06,11.3,106000.0
5350412.08,5350412.08,16.3,104000.0
5350412.10,5350412.10,16.1,116000.0
5350412.11,5350412.11,14.2,140000.0
5350412.12,5350412.12,19.7,115000.0
5350412.13,5350412.13,24.0,97000.0
5350412.14,5350412.14,16.3,180000.0
5350412.15,5350412.15,21.1,134000.0
5350412.18,5350412.18,12.1,172000.0
5350412.19,5350412.19,16.1,146000.0
5350412.20,5350412.20,17.1,139000.0
5350412.22,5350412.22,23.2,143000.0
5350412.24,5350412.24,21.4,136000.0
5350412.25,5350412.25,16.7,145000.0
5350412.26,5350412.26,25.5,137000.0
5350413.01,5350413.01,31.4,162000.0
5350413.02,5350413.02,28.2,142000.0
5350420.03,5350420.03,29.5,81000.0
5350420.05,5350420.05,35.4,79500.0
5350420.06,5350420.06,24.9,127000.0
5350420.08,5350420.08,43.8,67500.0
5350420.09,5350420.09,41.1,67000.0
5350420.10,5350420.10,40.6,139000.0
5350420.11,5350420.11,37.6,142000.0
5350420.13,5350420.13,38.8,81000.0
5350420.14,5350420.14,41.1,75500.0
5350420.15,5350420.15,37.7,114000.0
5350421.01,5350421.01,38.2,112000.0
5350421.04,5350421.04,36.0,77500.0
5350421.05,5350421.05,21.5,117000.0
5350421.06,5350421.06,40.8,75500.0
5350421.07,5350421.07,31.1,119000.0
5350422.02,5350422.02,30.8,72500.0
5350422.03,5350422.03,24.4,128000.0
5350422.04,5350422.04,27.7,119000.0
5350422.05,5350422.05,27.4,120000.0
5350422.06,5350422.06,38.2,63200.0
5350423.01,5350423.01,23.4,115000.0
5350423.02,5350423.02,32.3,112000.0
5350424.04,5350424.04,30.7,127000.0
5350424.05,5350424.05,32.2,98000.0
5350424.07,5350424.07,32.8,125000.0
5350424.08,5350424.08,30.4,137000.0
5350424.09,5350424.09,39.5,122000.0
5350424.10,5350424.10,23.4,142000.0
5350424.11,5350424.11,33.5,117000.0
5350424.13,5350424.13,42.5,116000.0
5350424.14,5350424.14,30.0,131000.0
5350424.15,5350424.15,31.9,120000.0
5350424.16,5350424.16,30.3,136000.0
5350430.03,5350430.03,18.4,123000.0
5350430.05,5350430.05,20.2,131000.0
5350430.06,5350430.06,23.6,134000.0
5350430.07,5350430.07,26.2,113000.0
5350430.08,5350430.08,22.1,112000.0
5350431.01,5350431.01,21.9,117000.0
5350431.02,5350431.02,29.8,132000.0
5350440.00,5350440.00,24.8,127000.0
5350441.02,5350441.02,27.7,89000.0
5350441.03,5350441.03,21.2,122000.0
5350441.04,5350441.04,19.0,153000.0
5350442.02,5350442.02,20.8,88000.0
5350442.03,5350442.03,20.4,153000.0
5350442.04,5350442.04,19.4,111000.0
5350442.05,5350442.05,22.2,118000.0
5350442.06,5350442.06,37.6,122000.0
5350450.02,5350450.02,17.2,83000.0
5350450.03,5350450.03,18.8,109000.0
5350450.05,5350450.05,22.7,124000.0
5350450.06,5350450.06,30.4,148000.0
5350451.01,5350451.01,20.2,84000.0
5350451.02,5350451.02,19.7,73500.0
5350451.03,5350451.03,23.4,105000.0
5350451.05,5350451.05,22.3,127000.0
5350451.06,5350451.06,23.0,128000.0
5350451.07,5350451.07,24.3,132000.0
5350452.01,5350452.01,16.6,90000.0
5350452.02,5350452.02,22.1,83000.0
5350452.03,5350452.03,19.7,98000.0
5350452.05,5350452.05,29.5,125000.0
5350452.06,5350452.06,27.3,123000.0
5350452.07,5350452.07,13.8,123000.0
5350455.00,5350455.00,15.7,118000.0
5350456.01,5350456.01,29.5,122000.0
5350456.02,5350456.02,27.5,118000.0
5350456.03,5350456.03,16.9,115000.0
5350460.01,5350460.01,29.8,154000.0
5350460.02,5350460.02,24.9,115000.0
5350461.01,5350461.01,25.8,162000.0
5350461.02,5350461.02,20.2,126000.0
5350470.00,5350470.00,16.5,103000.0
5350471.00,5350471.00,18.1,93000.0
5350472.00,5350472.00,23.1,105000.0
5350473.01,5350473.01,15.2,116000.0
5350473.02,5350473.02,18.4,94000.0
5350473.03,5350473.03,16.2,93000.0
5350474.00,5350474.00,17.2,100000.0
5350475.00,5350475.00,23.6,86000.0
5350476.02,5350476.02,24.3,87000.0
5350480.01,5350480.01,22.4,78500.0
5350480.03,5350480.03,42.9,116000.0
5350480.04,5350480.04,35.8,84000.0
5350480.05,5350480.05,25.7,131000.0
5350480.06,5350480.06,9.8,130000.0
5350481.02,5350481.02,17.0,96000.0
5350481.04,5350481.04,28.4,128000.0
5350481.05,5350481.05,15.9,125000.0
5350482.00,5350482.00,29.3,123000.0
5350483.01,5350483.01,20.8,106000.0
5350483.02,5350483.02,23.3,117000.0
5350484.02,5350484.02,16.4,116000.0
5350484.03,5350484.03,23.3,96000.0
5350484.04,5350484.04,23.4,119000.0
5350485.02,5350485.02,18.1,90000.0
5350485.04,5350485.04,12.8,99000.0
5350485.05,5350485.05,18.4,119000.0
5350500.01,5350500.01,26.9,75000.0
5350500.02,5350500.02,29.6,76000.0
5350501.01,5350501.01,20.1,95000.0
5350501.02,5350501.02,23.5,132000.0
5350502.01,5350502.01,23.2,102000.0
5350502.02,5350502.02,14.2,98000.0
5350503.00,5350503.00,16.2,91000.0
5350504.00,5350504.00,17.8,126000.0
5350505.01,5350505.01,15.5,198000.0
5350505.02,5350505.02,23.1,212000.0
5350506.00,5350506.00,19.4,238000.0
5350507.00,5350507.00,24.3,138000.0
5350508.00,5350508.00,25.6,114000.0
5350509.01,5350509.01,21.2,111000.0
5350509.02,5350509.02,15.6,124000.0
5350510.00,5350510.00,16.7,128000.0
5350511.01,5350511.01,41.8,70000.0
5350511.02,5350511.02,15.1,88000.0
5350512.00,5350512.00,21.4,77000.0
5350513.01,5350513.01,22.5,116000.0
5350513.02,5350513.02,24.5,69500.0
5350513.03,5350513.03,32.5,80000.0
5350513.04,5350513.04,22.5,115000.0
5350514.01,5350514.01,22.0,184000.0
5350514.02,5350514.02,24.1,87000.0
5350515.01,5350515.01,13.9,122000.0
5350515.02,5350515.02,19.7,102000.0
5350516.01,5350516.01,17.4,125000.0
5350516.02,5350516.02,21.2,124000.0
5350516.03,5350516.03,27.3,94000.0
5350516.04,5350516.04,24.8,81000.0
5350516.05,5350516.05,19.9,105000.0
5350516.06,5350516.06,18.6,111000.0
5350516.08,5350516.08,28.1,86000.0
5350516.09,5350516.09,22.9,103000.0
5350516.11,5350516.11,17.3,144000.0
5350516.16,5350516.16,26.3,103000.0
5350516.17,5350516.17,25.2,97000.0
5350516.18,5350516.18,18.8,120000.0
5350516.20,5350516.20,15.6,140000.0
5350516.21,5350516.21,17.8,153000.0
5350516.22,5350516.22,17.6,148000.0
5350516.23,5350516.23,17.5,140000.0
5350516.24,5350516.24,16.9,144000.0
5350516.25,5350516.25,13.1,115000.0
5350516.26,5350516.26,23.2,118000.0
5350516.28,5350516.28,23.6,133000.0
5350516.29,5350516.29,16.0,114000.0
5350516.30,5350516.30,24.8,156000.0
5350516.31,5350516.31,20.6,131000.0
5350516.32,5350516.32,18.3,144000.0
5350516.37,5350516.37,31.8,81000.0
5350516.38,5350516.38,29.7,114000.0
5350516.39,5350516.39,20.3,137000.0
5350516.40,5350516.40,17.6,140000.0
5350516.41,5350516.41,18.9,116000.0
5350516.43,5350516.43,25.9,108000.0
5350516.44,5350516.44,17.8,120000.0
5350516.47,5350516.47,22.6,144000.0
5350516.48,5350516.48,30.7,130000.0
5350516.50,5350516.50,26.2,131000.0
5350516.51,5350516.51,23.0,130000.0
5350516.52,5350516.52,23.3,134000.0
5350516.53,5350516.53,18.3,178000.0
5350516.54,5350516.54,37.4,99000.0
5350516.55,5350516.55,28.5,128000.0
5350517.00,5350517.00,22.0,122000.0
5350518.00,5350518.00,24.0,73500.0
5350519.00,5350519.00,20.3,101000.0
5350520.01,5350520.01,20.7,94000.0
5350520.02,5350520.02,27.9,88000.0
5350520.05,5350520.05,25.9,89000.0
5350520.07,5350520.07,34.8,73000.0
5350520.08,5350520.08,26.9,95000.0
5350520.09,5350520.09,37.6,78000.0
5350520.11,5350520.11,36.6,82000.0
5350520.12,5350520.12,43.1,76500.0
5350521.01,5350521.01,37.6,79500.0
5350521.02,5350521.02,19.0,105000.0
5350521.03,5350521.03,28.8,99000.0
5350521.04,5350521.04,29.3,91000.0
5350521.05,5350521.05,33.0,72500.0
5350521.06,5350521.06,41.9,70500.0
5350522.00,5350522.00,21.1,96000.0
5350523.00,5350523.00,33.2,77000.0
5350524.01,5350524.01,21.3,94000.0
5350524.02,5350524.02,26.4,75000.0
5350525.01,5350525.01,24.8,84000.0
5350525.02,5350525.02,18.9,68000.0
5350526.01,5350526.01,26.0,81000.0
5350526.02,5350526.02,22.0,81000.0
5350527.02,5350527.02,18.4,97000.0
5350527.04,5350527.04,19.6,116000.0
5350527.05,5350527.05,16.0,99000.0
5350527.06,5350527.06,15.1,109000.0
5350527.07,5350527.07,25.2,92000.0
5350527.08,5350527.08,17.9,114000.0
5350527.09,5350527.09,17.5,112000.0
5350527.10,5350527.10,41.5,67500.0
5350527.11,5350527.11,36.2,73500.0
5350527.12,5350527.12,20.8,94000.0
5350527.13,5350527.13,46.5,79500.0
5350528.01,5350528.01,20.2,114000.0
5350528.11,5350528.11,42.6,73000.0
5350528.12,5350528.12,16.5,135000.0
5350528.13,5350528.13,16.0,149000.0
5350528.15,5350528.15,17.3,127000.0
5350528.16,5350528.16,23.3,123000.0
5350528.18,5350528.18,18.5,127000.0
5350528.19,5350528.19,23.1,111000.0
5350528.20,5350528.20,24.2,105000.0
5350528.21,5350528.21,39.8,77500.0
5350528.22,5350528.22,30.0,96000.0
5350528.24,5350528.24,18.8,117000.0
5350528.26,5350528.26,32.3,77000.0
5350528.31,5350528.31,26.1,77000.0
5350528.32,5350528.32,17.5,147000.0
5350528.33,5350528.33,17.8,137000.0
5350528.34,5350528.34,20.7,119000.0
5350528.35,5350528.35,21.7,130000.0
5350528.39,5350528.39,17.1,151000.0
5350528.40,5350528.40,13.8,150000.0
5350528.42,5350528.42,24.1,129000.0
5350528.43,5350528.43,26.8,116000.0
5350528.44,5350528.44,14.0,116000.0
5350528.45,5350528.45,18.7,97000.0
5350528.46,5350528.46,18.1,126000.0
5350528.47,5350528.47,21.3,124000.0
5350528.49,5350528.49,19.8,157000.0
5350528.50,5350528.50,28.8,105000.0
5350528.51,5350528.51,36.4,99000.0
5350528.52,5350528.52,29.2,132000.0
5350528.53,5350528.53,24.4,164000.0
5350528.54,5350528.54,29.3,140000.0
5350528.55,5350528.55,26.7,128000.0
5350528.56,5350528.56,18.5,120000.0
5350528.57,5350528.57,20.7,120000.0
5350528.58,5350528.58,20.3,113000.0
5350528.59,5350528.59,25.3,119000.0
5350528.60,5350528.60,32.1,105000.0
5350528.61,5350528.61,20.0,96000.0
5350528.62,5350528.62,26.9,87000.0
5350528.63,5350528.63,19.9,137000.0
5350529.01,5350529.01,24.8,82000.0
5350529.02,5350529.02,25.8,81000.0
5350530.01,5350530.01,30.9,83000.0
5350530.02,5350530.02,31.3,76500.0
5350531.01,5350531.01,30.3,80000.0
5350531.02,5350531.02,25.5,89000.0
5350532.01,5350532.01,34.5,92000.0
5350532.02,5350532.02,31.1,87000.0
5350540.01,5350540.01,31.6,67000.0
5350540.02,5350540.02,26.3,85000.0
5350550.01,5350550.01,19.2,115000.0
5350550.02,5350550.02,19.4,98000.0
5350560.00,5350560.00,28.3,88000.0
5350561.00,5350561.00,20.5,91000.0
5350562.02,5350562.02,19.1,113000.0
5350562.03,5350562.03,25.6,102000.0
5350562.04,5350562.04,23.6,108000.0
5350562.05,5350562.05,30.7,83000.0
5350562.06,5350562.06,23.4,115000.0
5350562.07,5350562.07,16.3,105000.0
5350562.08,5350562.08,23.6,102000.0
5350562.09,5350562.09,22.0,103000.0
5350562.11,5350562.11,20.1,109000.0
5350562.12,5350562.12,42.7,73500.0
5350562.13,5350562.13,19.4,100000.0
5350562.14,5350562.14,16.3,126000.0
5350562.15,5350562.15,16.8,112000.0
5350563.01,5350563.01,40.1,63200.0
5350563.02,5350563.02,24.1,101000.0
5350564.01,5350564.01,21.4,106000.0
5350564.02,5350564.02,31.6,95000.0
5350570.01,5350570.01,31.9,61200.0
5350570.02,5350570.02,13.0,128000.0
5350571.01,5350571.01,31.3,76000.0
5350571.02,5350571.02,25.0,101000.0
5350572.01,5350572.01,24.6,89000.0
5350572.04,5350572.04,26.0,98000.0
5350572.05,5350572.05,30.1,76500.0
5350572.07,5350572.07,30.6,109000.0
5350572.08,5350572.08,28.0,104000.0
5350572.09,5350572.09,24.9,121000.0
5350572.10,5350572.10,24.4,114000.0
5350573.03,5350573.03,21.9,103000.0
5350573.05,5350573.05,22.5,106000.0
5350573.06,5350573.06,26.3,107000.0
5350573.07,5350573.07,26.8,84000.0
5350573.09,5350573.09,25.4,111000.0
5350573.10,5350573.10,20.9,125000.0
5350573.11,5350573.11,31.5,121000.0
5350574.00,5350574.00,25.4,71000.0
5350575.01,5350575.01,25.1,87000.0
5350575.02,5350575.02,35.2,64500.0
5350575.03,5350575.03,25.3,95000.0
5350575.04,5350575.04,24.5,99000.0
5350575.05,5350575.05,29.3,103000.0
5350575.07,5350575.07,30.8,123000.0
5350575.08,5350575.08,23.3,112000.0
5350576.04,5350576.04,15.8,131000.0
5350576.05,5350576.05,25.8,109000.0
5350576.06,5350576.06,26.0,116000.0
5350576.07,5350576.07,22.4,113000.0
5350576.09,5350576.09,14.5,124000.0
5350576.16,5350576.16,27.8,118000.0
5350576.17,5350576.17,31.6,114000.0
5350576.20,5350576.20,30.9,114000.0
5350576.22,5350576.22,27.0,119000.0
5350576.29,5350576.29,24.3,118000.0
5350576.31,5350576.31,16.5,139000.0
5350576.33,5350576.33,24.8,125000.0
5350576.34,5350576.34,29.9,117000.0
5350576.43,5350576.43,27.5,122000.0
5350576.44,5350576.44,25.5,130000.0
5350576.45,5350576.45,33.6,119000.0
5350576.46,5350576.46,30.3,112000.0
5350576.47,5350576.47,31.5,166000.0
5350576.49,5350576.49,29.4,120000.0
5350576.50,5350576.50,27.8,125000.0
5350576.52,5350576.52,29.2,124000.0
5350576.53,5350576.53,33.9,125000.0
5350576.54,5350576.54,37.9,112000.0
5350576.55,5350576.55,31.4,126000.0
5350576.57,5350576.57,40.6,95000.0
5350576.59,5350576.59,32.1,120000.0
5350576.62,5350576.62,30.7,128000.0
5350576.63,5350576.63,34.7,141000.0
5350576.65,5350576.65,32.5,114000.0
5350576.66,5350576.66,29.6,122000.0
5350576.68,5350576.68,31.3,133000.0
5350576.69,5350576.69,27.8,132000.0
5350576.73,5350576.73,30.4,166000.0
5350576.74,5350576.74,47.2,148000.0
5350576.75,5350576.75,25.8,151000.0
5350576.76,5350576.76,21.5,135000.0
5350576.77,5350576.77,27.9,136000.0
5350576.78,5350576.78,28.9,126000.0
5350576.79,5350576.79,30.4,117000.0
5350576.80,5350576.80,30.4,122000.0
5350576.81,5350576.81,31.0,128000.0
5350576.82,5350576.82,26.8,140000.0
5350576.83,5350576.83,28.3,143000.0
5350576.84,5350576.84,50.7,118000.0
5350576.85,5350576.85,33.6,120000.0
5350576.86,5350576.86,28.3,132000.0
5350576.87,5350576.87,30.5,146000.0
5350576.88,5350576.88,33.7,128000.0
5350576.89,5350576.89,31.4,127000.0
5350576.90,5350576.90,32.4,114000.0
5350576.91,5350576.91,31.6,140000.0
5350576.92,5350576.92,31.6,93000.0
5350576.93,5350576.93,35.0,114000.0
5350576.94,5350576.94,42.7,124000.0
5350576.95,5350576.95,35.8,137000.0
5350576.96,5350576.96,35.2,125000.0
5350576.97,5350576.97,28.5,131000.0
5350576.98,5350576.98,46.0,119000.0
5350576.99,5350576.99,35.9,120000.0
5350577.00,5350577.00,36.9,130000.0
5350577.01,5350577.01,29.2,131000.0
5350577.02,5350577.02,37.0,127000.0
5350577.03,5350577.03,35.5,139000.0
5350577.04,5350577.04,28.5,172000.0
5350577.05,5350577.05,35.2,134000.0
5350577.06,5350577.06,27.9,158000.0
5350577.07,5350577.07,27.9,122000.0
5350577.08,5350577.08,27.9,135000.0
5350577.09,5350577.09,26.7,119000.0
5350585.02,5350585.02,21.0,125000.0
5350585.03,5350585.03,14.7,118000.0
5350585.05,5350585.05,13.3,141000.0
5350585.07,5350585.07,17.6,142000.0
5350585.08,5350585.08,20.2,174000.0
5350585.09,5350585.09,15.9,124000.0
5350585.10,5350585.10,14.0,124000.0
5350586.02,5350586.02,22.9,115000.0
5350586.03,5350586.03,32.4,121000.0
5350586.04,5350586.04,31.4,134000.0
5350586.05,5350586.05,26.5,138000.0
5350587.01,5350587.01,18.7,145000.0
5350587.02,5350587.02,15.7,135000.0
5350590.00,5350590.00,19.6,77000.0
5350591.01,5350591.01,15.8,123000.0
5350591.02,5350591.02,17.8,108000.0
5350592.01,5350592.01,23.1,83000.0
5350592.02,5350592.02,15.0,131000.0
5350593.01,5350593.01,18.9,124000.0
5350593.02,5350593.02,13.3,124000.0
5350593.03,5350593.03,11.7,142000.0
5350593.04,5350593.04,20.4,170000.0
5350600.01,5350600.01,19.4,184000.0
5350600.02,5350600.02,17.6,144000.0
5350601.00,5350601.00,27.7,214000.0
5350602.00,5350602.00,17.4,170000.0
5350603.00,5350603.00,27.0,69500.0
5350604.00,5350604.00,23.7,93000.0
5350605.00,5350605.00,21.6,137000.0
5350606.00,5350606.00,21.0,85000.0
5350607.00,5350607.00,19.2,125000.0
5350608.00,5350608.00,19.7,116000.0
5350609.00,5350609.00,19.7,166000.0
5350610.03,5350610.03,24.6,83000.0
5350610.04,5350610.04,19.4,95000.0
5350610.05,5350610.05,15.7,159000.0
5350610.06,5350610.06,22.6,155000.0
5350611.00,5350611.00,17.0,137000.0
5350612.03,5350612.03,19.0,132000.0
5350612.05,5350612.05,17.8,127000.0
5350612.08,5350612.08,17.3,134000.0
5350612.11,5350612.11,15.0,170000.0
5350612.12,5350612.12,14.1,159000.0
5350612.13,5350612.13,26.1,121000.0
5350612.14,5350612.14,20.7,129000.0
5350612.15,5350612.15,19.1,142000.0
5350612.18,5350612.18,19.4,154000.0
5350612.19,5350612.19,13.2,147000.0
5350612.20,5350612.20,16.5,162000.0
5350612.21,5350612.21,14.1,158000.0
5350612.22,5350612.22,23.2,147000.0
5350612.23,5350612.23,17.6,145000.0
5350612.25,5350612.25,18.7,164000.0
5350612.26,5350612.26,27.3,93000.0
5350612.27,5350612.27,18.6,131000.0
5350612.28,5350612.28,22.5,202000.0
5350612.29,5350612.29,30.8,127000.0
5350613.01,5350613.01,14.1,115000.0
5350613.03,5350613.03,20.9,93000.0
5350613.04,5350613.04,26.8,72000.0
5350614.01,5350614.01,13.7,135000.0
5350614.02,5350614.02,21.5,123000.0
5350615.00,5350615.00,34.0,131000.0
5350620.05,5350620.05,13.5,166000.0
5350620.06,5350620.06,23.2,118000.0
5350620.07,5350620.07,20.7,157000.0
5350620.09,5350620.09,24.0,127000.0
5350620.13,5350620.13,19.5,118000.0
5350620.14,5350620.14,17.9,130000.0
5350620.15,5350620.15,26.7,103000.0
5350620.16,5350620.16,25.2,131000.0
5350620.17,5350620.17,19.7,134000.0
5350620.18,5350620.18,21.4,127000.0
5350620.19,5350620.19,23.2,168000.0
5350620.20,5350620.20,24.0,156000.0
5350620.21,5350620.21,23.7,123000.0
5350620.22,5350620.22,21.6,145000.0
5350620.23,5350620.23,28.6,130000.0
5350620.24,5350620.24,21.6,142000.0
5350620.25,5350620.25,27.8,131000.0
5350620.26,5350620.26,26.7,120000.0
5350620.27,5350620.27,24.2,120000.0
5350620.28,5350620.28,32.3,114000.0
5350620.29,5350620.29,33.6,131000.0
5350621.00,5350621.00,13.8,116000.0
5350622.00,5350622.00,14.4,108000.0
5350623.00,5350623.00,19.9,74000.0
5350624.00,5350624.00,17.3,108000.0
5350625.00,5350625.00,0.0,105000.0
5350626.00,5350626.00,19.0,143000.0
5350630.00,5350630.00,13.2,124000.0
5350631.02,5350631.02,16.6,162000.0
5350631.03,5350631.03,10.5,194000.0
5350631.04,5350631.04,9.7,164000.0
5350632.00,5350632.00,15.0,112000.0
5350633.00,5350633.00,20.7,100000.0
5350634.01,5350634.01,14.8,149000.0
5350634.02,5350634.02,13.0,111000.0
5350635.00,5350635.00,16.1,101000.0
5350636.00,5350636.00,14.2,124000.0
5350637.00,5350637.00,18.6,129000.0
5350638.00,5350638.00,13.5,99000.0
5350639.00,5350639.00,13.5,120000.0
5350800.01,5350800.01,32.5,90000.0
5350800.02,5350800.02,19.0,95000.0
5350801.01,5350801.01,19.1,106000.0
5350801.02,5350801.02,20.5,136000.0
5350802.01,5350802.01,16.3,130000.0
5350802.02,5350802.02,11.5,143000.0
5350803.03,5350803.03,19.0,136000.0
5350803.04,5350803.04,19.9,151000.0
5350803.05,5350803.05,15.5,143000.0
5350803.06,5350803.06,16.2,129000.0
5350804.01,5350804.01,13.5,145000.0
5350804.05,5350804.05,14.2,139000.0
5350804.06,5350804.06,21.5,114000.0
5350804.07,5350804.07,26.8,94000.0
5350804.08,5350804.08,20.4,145000.0
5350804.10,5350804.10,27.1,81000.0
5350804.11,5350804.11,32.6,93000.0
5350804.12,5350804.12,26.9,122000.0
5350804.13,5350804.13,23.0,122000.0
5350805.04,5350805.04,19.3,150000.0
5350805.06,5350805.06,21.3,109000.0
5350805.09,5350805.09,21.0,125000.0
5350805.10,5350805.10,22.8,118000.0
5350805.16,5350805.16,23.9,143000.0
5350805.17,5350805.17,20.4,140000.0
5350805.18,5350805.18,19.8,123000.0
5350805.19,5350805.19,21.2,102000.0
5350805.20,5350805.20,24.2,122000.0
5350805.21,5350805.21,17.6,118000.0
5350805.22,5350805.22,31.3,140000.0
5350805.23,5350805.23,32.1,121000.0
5350805.24,5350805.24,0.0,125000.0
5350805.25,5350805.25,25.1,131000.0
5350805.26,5350805.26,30.4,240000.0
5350805.27,5350805.27,25.2,136000.0
5350806.00,5350806.00,31.2,119000.0
5350807.00,5350807.00,20.6,126000.0
5350810.01,5350810.01,34.3,73500.0
5350810.02,5350810.02,16.6,94000.0
5350810.03,5350810.03,16.8,111000.0
5350810.04,5350810.04,17.8,92000.0
5350810.05,5350810.05,15.3,119000.0
5350811.00,5350811.00,20.1,78500.0
5350812.00,5350812.00,19.1,106000.0
5350820.03,5350820.03,20.8,141000.0
5350820.04,5350820.04,17.1,133000.0
5350820.05,5350820.05,25.2,162000.0
5350820.06,5350820.06,22.2,95000.0
5350820.07,5350820.07,14.6,141000.0
5350830.00,5350830.00,22.4,137000.0
5350831.01,5350831.01,14.2,122000.0
5350831.02,5350831.02,13.2,100000.0
5350832.00,5350832.00,16.2,121000.0
